小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
中央公馆（公寓）,在售,河西 - 吴家窑大街19号(佟楼附近，儿童医院对过),不限(1)，一居(4)，二居(2)，三居(1),2017.09.08,"均价41,000元/m²",240-275万元
东丽湖万科城,在售,[东丽-东丽湖]东丽湖路与东丽之光大道交口,二居(3)，三居(3),2018.03.06,"均价10,000元/m²",120-187万元
大唐印象,在售,东丽 - 津汉公路与北杨线交口北侧华明新城,二居(5)，三居(13)，四居(1),2018.03.16,"均价14,000元/m²",126-183万元
路劲隽澜湾,待售,[北辰-北仓]津永公路西侧,二居(2)，三居(1)，四居(1),2018.03.15,售价待定,总价待定
金侨宸公馆,在售,北辰 - 高峰路与南仓道交口(原天重机械厂旧址),二居(2)，三居(6)，四居(1),2018.03.15,"最低22,000元/m²起",216-343万元
玉龙湾运动度假山谷（别墅）,售罄,[蓟州-城关]于桥水库（翠屏湖）南5公里,不限(4),,总价待定,
中骏雍景府（别墅）,在售,[西青-张家窝]枣林大道和嘉和道交口,四居(1),2018.02.23,总价待定,
联发红郡（别墅）,待售,[西青-张家窝]香海道以西，高泰路以北,,2018.02.06,总价待定,
海泰南道十八号（写字楼）,在售,[西青],,2017.09.30,"均价24,000元/m²",总价待定
富国高银（别墅）,待售,[西青-李七庄]滨海高新区海泰华科九路16号,,2018.03.02,总价待定,
河东红星国际广场（公寓）,在售,河东 - 津滨大道160号（津滨大道南东兴桥西）,开间(2),2018.03.01,"均价14,000元/m²",77-126万元
松江东湖小镇,在售,[东丽-东丽湖]旅游度假区内东丽之光大道北侧,二居(9)，三居(1),2018.03.15,"均价9,500元/m²",70-93万元
华润橡树湾,在售,东丽 - 空港生活配套区（华明镇内）弘贯东道与杨北公路交口,一居(1)，二居(6)，三居(3),2018.02.23,"最低13,000元/m²起",123-168万元
北辰新天地盛景湾,待售,北辰 - 津围公路与九园公路交口北侧北辰科技园新区永进道南侧,一居(5)，二居(6)，三居(6),2018.03.15,售价待定,总价待定
融创星耀五洲（别墅）,在售,[津南-八里台镇]津南八里台镇天嘉湖,,2018.03.15,总价待定,
悠然墅（别墅）,售罄,[蓟州-凤凰山]蓟县毛家峪长寿度假村,不限(2),,总价待定,
恒大金碧天下(别墅),售罄,蓟州 - 蓟县国家5A级风景区盘山(关庄镇石佛村),三居(2)，五居及以上(3),,总价待定,
东亚风尚国际,在售,[河东-新开路]新开路西侧（育才中学对面）,开间(2),2018.01.31,"均价20,000元/m²",100-112万元
棉3理想+,在售,河东 - 河东海河东路国泰桥旁棉三创意园区内,一居(3)，二居(1),2018.03.02,"均价28,000元/m²",165-277万元
天津华侨城天鹅堡,待售,东丽 - 东丽湖路以西，东丽之光大道以南,二居(1)，三居(5),2018.02.23,"均价11,000元/m²",总价待定
宁基官邸壹号,售罄,宁河 - 芦台镇桥北新区光明路延长线与绿荫环路交口,一居(1)，二居(2)，三居(2),,"均价7,300元/m²",总价待定
五矿地产旷世新城,待售,北辰 -  北辰区普济河东道与外环线交口（宜兴埠立交桥）向右500米处,一居(4),2018.03.15,售价待定,总价待定
恒大悦府,待售,[津南-咸水沽镇] 二八线与津南环线交汇处,二居(1)，三居(9)，四居(1),2018.03.02,"均价30,000元/m²",255-435万元
象博豪庭,在售,津南 - 外环线北侧鄱阳路东侧（微山路与外环线辅路南兴道交口600米）,二居(10)，三居(2),2018.01.08,"均价26,000元/m²",226-262万元
盘龙谷文化城（别墅）,售罄,蓟州 - 蓟县盘山国家5A级风景区西坡五盆沟景区内,四居(3),,总价待定,
富豪新开门,在售,河东 - 新开路与卫国道交口（河东行政许可中心对面）,二居(3)，三居(2),2018.03.01,"均价42,000元/m²",449-588万元
万科城市之光,在售,[东丽-成林道]成林道与国山路交口,二居(1)，三居(2),2018.02.10,"最低26,000元/m²起",208-311万元
雪优花园,在售,东丽 - 华明镇弘贯东道与荣达路交口（近荣达路）,一居(1)，二居(1)，三居(2),2018.02.10,"均价14,500元/m²",141-146万元
绿城玉兰花园（别墅）,售罄,[宁河-宁河]光明路与绿荫环路交口,二居(3)，三居(2),2018.02.26,总价待定,
时代花园四期,售罄,宁河 - 芦汉路51号（芦汉路与文化路交口）,二居(1)，三居(1),,"均价6,950元/m²",总价待定
中储城邦栎树湾（别墅）,待售,[北辰-南仓]天允道以北、南仓道以南、新...,,2018.03.15,总价待定,
津门熙湖,待售,[津南-小站镇]天山路与昌盛路交口,三居(3),2018.03.02,售价待定,总价待定
金地艺城悦府,在售,[津南-辛庄镇]津沽路与鑫怡路交口东北侧,二居(1)，三居(3),2018.01.31,"均价22,000元/m²",230万元起
首创禧悦汇（公寓）,在售,[津南-双港镇]梨双公路和领世路交口,开间(3),2018.03.02,"均价8,800元/m²",总价待定
龙湖天宸原著（别墅）,在售,津南 - 同砚路南开大学南门向东500米,四居(2),2018.02.28,600-700万元/套,
七星花园（别墅）,售罄,[蓟州-光明路]光明路西侧迎宾路北侧,二居(3),,总价待定,
盘龙谷文化城（公寓）,售罄,蓟州 - 蓟县盘山国家5A级风景区西坡五盆沟景区内,四居(3),,售价待定,总价待定
翰澜苑,在售,[河东-上杭路]泰兴南路与晨光道交口,二居(2)，三居(3),2018.03.02,"均价36,000元/m²",482万元
招商雍景湾,在售,[河东-成林道]海河东路与海津大桥交口东侧,二居(1)，三居(4)，四居(1),2018.02.28,"最低38,000元/m²起",538万元
雅颂居,在售,[河东-六纬路]六纬路与六经路交口南侧,一居(3)，二居(4)，三居(3),2018.01.05,"最低53,000元/m²起","663-1,042万元"
恒大帝景,在售,[河东-海河沿线]海河东路与快速路交口,二居(1)，三居(3)，五居及以上(2),2018.02.22,"均价42,000元/m²",720-983万元
首城南湖墅（别墅）,待售,[武清-南湖]天和路与藕甸道交口,四居(3),2017.09.29,总价待定,
瑜芳园,在售,[东丽-空港]民航大学东侧约1公里,一居(3)，二居(3)，三居(2),2018.03.15,"最低16,000元/m²起",总价待定
恒大名都,在售,东丽 - 津汉公路空港2号桥华明新家园内,二居(5)，三居(13)，四居(4),2018.03.15,售价待定,"18,000元/m²"
北辰红星国际广场（公寓）,在售,[北辰-津京公路]京津公路与果园南道交口,一居(3),2018.03.15,"最低16,000元/m²起",91-99万元
京津一品（公寓）,在售,[北辰-津京公路]京津公路1号（勤俭桥旁）,一居(2)，三居(2),2018.03.15,"最低18,000元/m²起",121-255万元
中储城邦栎树湾,在售,北辰 - 天允道以北、南仓道以南、新峰路以西、高峰路以东,四居(1),2018.03.15,"均价23,600元/m²",330万元
天房意境,在售,[津南-双港镇]景荔道与汇川路交口,二居(3),2018.03.15,"均价17,500元/m²",187-209万元
龙湖天宸原著（商铺）,在售,[津南-海河教育园区]同砚路南开大学南门...,,2018.02.28,"均价21,000元/m²",170万元起
现代城（别墅）,售罄,[蓟州-光明路]宝塔路与迎宾路交口,二居(3),,总价待定,
家和康平里,售罄,[蓟州-康平路]康平路与外环北大道交口西南侧,二居(5)，三居(1),,"均价9,200元/m²",总价待定
瓏府壹号,售罄,[蓟州-城关]渔阳镇东环路东侧，四中东面,二居(2),2016.12.14,"均价12,000元/m²",总价待定
悦活公寓,在售,[武清-下朱庄]武清区京津公路旁（华北城内）,一居(1),2018.03.02,"均价6,200元/m²",31万元
麒麟商业中心（公寓）,在售,[武清-佛罗伦萨小镇]福源道与翠亨路交口,一居(6),2018.02.28,"均价16,000元/m²",67-164万元
万科金域华府,在售,[东丽-东丽开发区]宜家家居西约500米,二居(3)，三居(3),2018.02.23,"最低20,000元/m²起",180-253万元
天骥筑璟,在售,东丽 - 津汉公路空港3号桥西（武警后勤学院旁）,二居(4)，三居(6)，四居(1),2018.02.10,"均价9,900元/m²",82-90万元
长庚老年公寓,售罄,[红桥-西站]宜宾西道晴川家园,一居(7)，二居(1),,"均价10,128元/m²",总价待定
鲁能泰山7号（别墅）,在售,津南 - 同心路与雅润路交口西南侧,三居(2),2018.03.02,355-379万元/套,
富龙湾,售罄,[蓟州-府君山公园]人民西路南侧,一居(4),,"均价5,910元/m²",总价待定
富龙湾（别墅）,售罄,[蓟州-府君山公园]人民西路南侧,一居(4),,总价待定,
天津海棠湾花园,售罄,[蓟州-凤凰山]凤凰山大道与迎宾大街交口,二居(1)，三居(1),2017.09.29,"均价16,000元/m²",总价待定
天一绿海,售罄,蓟州 - 宝塔路东侧（城关东环路与迎宾路延长线交口）,不限(1)，二居(1)，三居(1)，四居(1),,"均价14,000元/m²",总价待定
时代峰景（公寓）,在售,[武清-下朱庄]京津公路东侧，静湖花园西侧,一居(5),2018.03.02,"均价17,800元/m²",97-117万元
碧桂园莫奈的湖,在售,[武清-曹子里]梅上新区杨六路东段,二居(3)，四居(1),2018.03.01,"均价12,000元/m²",103-212万元
尚港华府,在售,[武清-汊沽港]高王路东侧100米,一居(2)，二居(8)，三居(2),2018.03.02,"最低8,800元/m²起",105-145万元
中浩智城,在售,武清 - 京津科技谷康园道北侧，京沪高速东侧,一居(1)，二居(3)，三居(2),2017.09.29,"均价12,000元/m²",109万元
天安象屿·都汇（公寓）,在售,[东丽-华明镇]津汉公路2号桥北侧,一居(2),2018.02.10,"均价8,228元/m²",37-61万元
宝能城,在售,东丽 - 津汉公路以北，新外环东侧，与新外环直线距离800米,二居(8)，三居(6),2018.02.23,"最低14,000元/m²起",144-191万元
旺城温莎郡（别墅）,售罄,宝坻 - 潮阳大道与宝平路交口南行500米,不限(1)，三居(2),2017.09.29,总价待定,
华城领秀,售罄,红桥 - 青年路160号（芥园道与怡德道交口）,一居(3)，二居(8)，三居(3),,"均价19,500元/m²",总价待定
南园（别墅）,待售,津南 - 津港公路与科技大道交口西南侧,不限(5)，二居(1)，三居(2),2018.02.27,总价待定,
都铎贰拾肆栋,售罄,[蓟州-光明路]迎宾大道与凤凰山大道交口,二居(1)，三居(2),2016.12.16,售价待定,总价待定
蓟县祥和家园,售罄,[蓟州-光明路]光明路东侧，无终园大街南侧,二居(1)，四居(1),2017.05.02,"均价15,150元/m²",总价待定
亚泰澜公馆,在售,[武清-中央水城]滨河道与泉雍路交口东侧,一居(1)，二居(6)，三居(4),2018.02.26,"最低13,000元/m²起",111-126万元
恒大山水城,在售,[武清-泗村店]龙凤新城大东线北,一居(1)，二居(3)，三居(9)，四居(1),2018.03.01,"最低16,000元/m²起",133-243万元
经纬城市绿洲武清二期,在售,武清 - 新开路东侧与雍和道交口（杨村一中新址南侧）,一居(4)，二居(2)，三居(4),2018.02.26,"均价13,500元/m²",136-142万元
万科民和巷,在售,[东丽-东丽开发区]津塘公路与外环线交口,三居(2),2018.02.23,"均价30,000元/m²",270万元
金和园,售罄,[宝坻-宝坻城区]潮阳大道与新钰华街交口,一居(1)，二居(6),,"均价8,100元/m²",总价待定
珠江京津国际城,售罄,[宝坻-宝坻新城]津蓟高速九园出口向东800米,二居(2),,"均价5,800元/m²",总价待定
平安家园,售罄,宝坻 - 霍各庄镇津围公路82公里处北侧,一居(3)，二居(8)，三居(2),,"均价4,337元/m²",总价待定
海河华鼎,售罄,[红桥-大胡同]张自忠1号,一居(1)，二居(3),,"均价21,664元/m²",总价待定
虹溪公寓（公寓）,售罄,[红桥-咸阳北路]丁字沽三号路与咸阳北路交口,二居(4),,售价待定,总价待定
中兴泊仕湾,售罄,[红桥-丁字沽]三号路与白酒厂大道交口,二居(3),,"均价19,921元/m²",总价待定
长庚老年公寓（别墅）,售罄,[红桥-西站]宜宾西道晴川家园,一居(7)，二居(1),,总价待定,
长庚老年公寓（公寓）,售罄,[红桥-西站]宜宾西道晴川家园,一居(7)，二居(1),,售价待定,总价待定
蓝光雍锦香颂,在售,[津南-咸水沽镇]天津大道与四里沽路交口,二居(2)，三居(1),2018.02.28,"最低15,000元/m²起",总价待定
融金创意产业园,在售,[津南-双港镇]科技产业园融金创意产业园,,2018.03.02,"均价7,500元/m²",总价待定
中海公园城（别墅）,待售,[津南-八里台镇]天嘉湖大道西侧,三居(7)，四居(8)，五居及以上(4),2018.02.28,总价待定,
大唐盛世（别墅）,在售,[津南-八里台镇]天嘉湖大道东侧,四居(1),2017.09.29,总价待定,
世茂茂悦府,在售,[武清-下朱庄]广贤路与四纬路交口,二居(6)，三居(14)，四居(2),2018.03.02,"均价12,000元/m²",143万元
梅尚国际住区,在售,武清 - 梅厂镇武宁路与津围公路交口处（京津高速梅厂出口北行500米）,不限(4)，二居(8)，三居(13),2018.02.24,"均价13,000元/m²",147-164万元
仁爱团泊湖云燕庄园（公寓）,在售,[静海-团泊湖]泽水南路与中央大道交口,,2018.03.15,"均价15,480元/m²",总价待定
景瑞英郡泊墅湾,售罄,[宝坻-宝坻新城]津蓟高速2号出口(九园站),一居(1)，三居(2),,"均价5,600元/m²",总价待定
京东领秀城,售罄,宝坻 - 霍各庄镇津围公路与通唐路东北交口处,二居(6)，三居(4),,"均价6,600元/m²",总价待定
万通上游国际（别墅）,售罄,红桥 - 三岔河口泰达城 河北大街与三条石大街交口,二居(10),,总价待定,
远洋红熙郡,在售,武清 - 京津公路快速路西侧（龙湾城西北侧）,二居(1)，三居(6)，四居(1),2018.03.01,"均价12,500元/m²",156万元
塞纳公馆,售罄,南开 - 红旗路388号（红旗南路与复康路交口）,一居(5),,售价待定,总价待定
平墅华府,在售,[静海-静海城区]东兴道与静王公路交口处,一居(1)，二居(1)，三居(2),2018.02.28,"均价14,000元/m²",78-189万元
古韵阳光家园,在售,[静海-静海城区]东方红路与工农大街交口,二居(3)，三居(1),2018.03.15,"均价14,000元/m²",91万元
天房光合谷泊雅苑,在售,[静海-团泊湖]天房南路与仁爱东道交汇处,二居(2)，三居(3),2018.03.02,"最低11,000元/m²起",99-203万元
新湖公寓（公寓）,在售,[静海-静海城区]北华路与朝阳道交口,一居(1)，二居(5)，三居(3),2018.02.28,"均价9,000元/m²",106万元
星河领御,在售,[静海-团泊湖]仁爱东路与天房北路交口,三居(3),2018.02.28,"均价12,500元/m²",109-144万元
宇泰泰禾世家,在售,[静海-静海城区]联盟大街与南纬一路交口,二居(3)，三居(3),2018.03.01,"均价12,500元/m²",153-204万元
鸿坤理想城（别墅）,在售,静海 - 静海团泊东区仁爱大道与汉水道交口,三居(1),2018.03.02,176万元/套,
万锦中央公园,售罄,[宝坻-宝坻城区]潮阳大道南侧中央公园,二居(4)，三居(8),,"均价9,000元/m²",总价待定
博智剑桥郡（别墅）,售罄,宝坻 - 环城东路与环城北路交口（宝坻一中北行800米）,二居(4)，三居(3)，四居(1),2017.01.09,总价待定,
万通上游国际（公寓）,售罄,红桥 - 三岔河口泰达城 河北大街与三条石大街交口,二居(10),,售价待定,总价待定
